timestamp,ladle_id,operator,shift,radar_distance_m,filled_height_m,calculated_tons,flow_rate_tps,state
2026-02-05T13:51:36,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:37,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:38,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:39,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:40,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:41,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:51:42,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:43,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:44,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:51:45,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:51:46,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:51:47,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:51:48,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:51:49,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:51:50,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:51:51,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:51:52,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:53,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:51:54,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:51:55,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:56,03,shyam,A,2.047,,,0.0,POURING
2026-02-05T13:51:57,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:58,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:51:59,03,shyam,A,2.047,,,0.0,POURING
2026-02-05T13:52:00,03,shyam,A,2.048,,,0.0,POURING
2026-02-05T13:52:01,03,shyam,A,2.048,,,0.0,POURING
2026-02-05T13:52:02,03,shyam,A,2.047,,,0.0,POURING
2026-02-05T13:52:03,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:04,03,shyam,A,2.047,,,0.0,POURING
2026-02-05T13:52:05,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:06,03,shyam,A,2.047,,,0.0,POURING
2026-02-05T13:52:07,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:08,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:09,03,shyam,A,2.047,,,0.0,POURING
2026-02-05T13:52:10,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:11,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:12,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:13,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:14,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:52:15,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:52:16,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:17,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:18,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:19,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:20,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:21,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:22,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:23,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:24,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:25,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:52:26,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:52:27,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:52:28,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:52:29,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:30,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:31,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:32,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:52:33,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:52:34,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:52:35,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:36,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:37,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:38,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:52:39,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:52:40,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:41,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:52:42,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:52:43,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:44,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:45,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:52:46,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:41,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:53:42,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:53:43,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:53:44,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:53:45,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:53:46,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:53:47,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:53:48,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:53:49,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:53:50,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:51,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:53:52,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:53,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:54,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:53:55,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:56,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:57,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:53:58,03,shyam,A,2.043,,,0.0,POURING
